AB7FCO8X423HV,2.2
AVHI24I0GQWGI,3.4000000000000004
A1B9H14AV44C0G,2.6
A3V236UP0VOYCH,1.8
A2X9VV3B0FZKHY,1.8
A3NTBETQNE60L0,2.6
A3N5RLYH05PY8L,2.4000000000000004
A2AQKBS7JI2OOT,1.4
A2JKETV64OU7DY,3.6
A3DQ5VQMUOSZ35,2.8000000000000003
A19P7S5OYZS61Z,2.4000000000000004
A22VGT2F28LTWC,5.2
A2VC1UC5Q0E9PO,3.4000000000000004
A1QYZQ13CMITE7,3.8
A1UURQF07IOXBO,3.6
A243H1RTE5GP,2.6
A1W1RB5SV7AN0S,3.8
A3HBAQUU27KCBK,1.6
A15OFKSPXEV95T,3.6
AKWI425VATYJM,2.6
AGNY040P3CNN3,2.4000000000000004
A21RM8JZ9RMA2J,2.4000000000000004
A21Y7K669KM1PR,2.2
A41O2WBQFZIJ9,1.2000000000000002
A3F9IQB0297J9D,1.4
AM65LGXJBTJ0I,4.6000000000000005
A2NSH29LJ2V3SL,3
AQ0YWEW29GSIJ,4
A3EEGNK5UKN9KE,2.8000000000000003
A1DQPM5CVDL4Q5,2.4000000000000004
A14EYTLSMJRPUK,3.6
A1GK0LTZM9N7E7,2
A272X64FOZFYLB,5.6000000000000005
A2RTOC63P5UWQ,2.4000000000000004
A38JT3BYFIKSBE,3
AMUV60QYHNUR3,3.8
A2RAAV9Z8R6T3X,3.8
A24WQ0ZEGXHX6J,5
A294RACAMXLFNU,2.4000000000000004
A24CNWX2BQA638,3.8
A1YSYI926BBOHW,5.800000000000001
AT6LDQNLKTUSE,3.6
ASCTCB5BHNS43,3.6
A2GTST1AR9CRHA,0.8
A1QMOCGQW393OG,1.8
A7Q8QELSVUV4A,4.800000000000001
ALJX3F6AX6WON,2
A11Q8U6QTT8KGF,3.2
A2K7YACG1O9O14,3.2
A3QHD1OEB8192K,3
A2NYHRY8ELO4FW,1.2000000000000002
A3MSO7EBQQWV5Z,1.2000000000000002
A2NYDCQ3Y6QS4Q,3
A1ADAWW4IHPCQ7,1.8
A2FUNB3BUB3U07,3
A2WLGVXAVT2XTR,2.8000000000000003
A1TR615HGENX1M,2
A22L683QL6RDHJ,2.2
AS6FM754MF2B2,1.6
AUQ79MANVDU9B,4
AD5MVQHQ72VFP,1.8
A2M2WHA77ACWTX,2.4000000000000004
A1PJLZSOUQ4MIL,4.6000000000000005
ACXY86ZEM9C3G,3
A3GMRPF5MCQVGV,2.6
A1HUTPTR33E57M,3.8
A35UAZ5IKU14XW,2.2
A49WTQG4MBT9Z,4
A3GWRDHAURRNK6,2.6
A1G187YBG0DVMQ,3.8
A3EKKEZ21SGJEC,2.2
A2RD2O1FKQRYJJ,1.2000000000000002
AV5DCU1VH5S34,3.2
A147QJNRYI5GM2,1.6
A1CMDCHS6TMIHU,3.6
A2CV18RT28BJ1A,4.4
A1BNGJBEWJS8WE,1.8
A1JGZD9FUDYJ30,3
A390100DOK0MKB,2.4000000000000004
AAFQ3EZ6BTIIG,2.8000000000000003
A2IE11ENGXNR3M,3.6
A1S8KMGKJACGVO,4
A3TPCXJD1H8UNY,6
A20ASMCESA51U4,1.8
A34JKPSBWNK2XX,3.2
A30IKHZOUXWY2Z,1.6
A1R3GL71O3AXAY,3
A2PZDIRTCUBZWX,2.2
A3LO2A14P7D0EN,2.8000000000000003
ATIVE88N68BOU,2.2
A1F1OZ54G177D8,2.6
