SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,Expected Completion Code,Gender,GenderConsistency,Feedback
351580,A38OPVI04AH4JG,39GHHAVOMGF4875M28YX9OXO9IUJ4L,155,3/11/2022 6:01:09 PM,3/11/2022 6:03:44 PM,Approved,1.20,0.00,0.119800,48U928MH44,48U928MH44,Male,100.00 %,
351580,A2NAKIXS3DVGAA,3GFK2QRXXA58AA9LNC0M36XABAYW5Y,186,3/11/2022 6:01:14 PM,3/11/2022 6:04:20 PM,Approved,1.20,0.00,0.119800,48YXCAAQG7,48YXCAAQG7,Male,100.00 %,
351580,A1ATL3G98SFW4V,3R3YRB5GRGRSOCWXN8C2TTSZI8OUA3,195,3/11/2022 6:01:24 PM,3/11/2022 6:04:39 PM,Approved,1.20,0.00,0.119800,488T8CRR35,488T8CRR35,Male,100.00 %,
351580,AMPR904VJJFZY,3RUIQRXJBCC61507BL9RBKCRZTULLI,187,3/11/2022 6:01:38 PM,3/11/2022 6:04:45 PM,Approved,1.20,0.00,0.119800,48UC95BQ35,48UC95BQ35,Female,100.00 %,
351580,A3OJMQGEB33E00,3T111IHZ5FEM31UBR83XSNUV5R39R0,199,3/11/2022 6:01:30 PM,3/11/2022 6:04:49 PM,Approved,1.20,0.00,0.119800,48RN835T7,48RN835T7,Female,100.00 %,
351580,A24DSECWUBZC0Z,37TD41K0AIX02E1RIHDTKN0ZXEPCS8,206,3/11/2022 6:01:28 PM,3/11/2022 6:04:54 PM,Approved,1.20,0.00,0.119800,48PNH2K77,48PNH2K77,Male,100.00 %,
351580,A37S96RT1P1IT2,3IX2EGZR7C7B9D7KDKUAHH8Y1WEJR4,198,3/11/2022 6:01:40 PM,3/11/2022 6:04:58 PM,Approved,1.20,0.00,0.119800,48EHKDCGI7,48EHKDCGI7,Female,100.00 %,
351580,A3IJ7SO3Z5PGT1,3SITXWYCNWXPOQVKYRNL8BB9U8QXBT,223,3/11/2022 6:01:18 PM,3/11/2022 6:05:01 PM,Approved,1.20,0.00,0.119800,48QBNVWWS7,48QBNVWWS7,Male,100.00 %,
351580,A1G34TESSXG1R8,3EA3QWIZ4JJSUH06ZRE55VUGC2MTIF,228,3/11/2022 6:01:24 PM,3/11/2022 6:05:12 PM,Approved,1.20,0.00,0.119800,48MUEHJWE7,48MUEHJWE7,Male,100.00 %,
351580,ACJ6NSCIWMUZI,37TD41K0AIX02E1RIHDTKN0ZXEOSCN,242,3/11/2022 6:01:10 PM,3/11/2022 6:05:12 PM,Approved,1.20,0.00,0.119800,48EKIX435,48EKIX435,,,
351580,A82Q1HS5CPZ5I,33SA9F9TRYI86T2EYDTP703NO3YEWI,232,3/11/2022 6:01:29 PM,3/11/2022 6:05:21 PM,Approved,1.20,0.00,0.119800,48Y7Y6R935,48Y7Y6R935,Male,100.00 %,
351580,A364KJDYEBAWC9,3QHK8ZVMIN6UOWEVK8KXXHGMNZHBLM,195,3/11/2022 6:02:07 PM,3/11/2022 6:05:22 PM,Approved,1.20,0.00,0.119800,48HGKENZQ7,48HGKENZQ7,,,
351580,APG6CXGVDL0G5,31JLPPHS2VIXRMDFI7LJ7FM4UC93O4,219,3/11/2022 6:01:51 PM,3/11/2022 6:05:30 PM,Approved,1.20,0.00,0.119800,48CF7MVP35,48CF7MVP35,,,
351580,A1JKG2JLEUK3LJ,3JBT3HLQF9QGXFW9IET70GW9JC3PZ3,253,3/11/2022 6:01:26 PM,3/11/2022 6:05:39 PM,Approved,1.20,0.00,0.119800,483WEF9HJ7,483WEF9HJ7,Male,100.00 %,
351580,A38DHLB88V8DL8,37XITHEISXXO1Z1E3SDOUDV3BC6CRK,252,3/11/2022 6:01:31 PM,3/11/2022 6:05:43 PM,Approved,1.20,0.00,0.119800,486VSXEX5,486VSXEX5,Female,100.00 %,
351580,A2V6E7SGEU0EFD,32KTQ2V7RE3V6LHJM07G6O0LZ43M9O,290,3/11/2022 6:00:53 PM,3/11/2022 6:05:43 PM,Approved,1.20,0.00,0.119800,484GH3VK5,484GH3VK5,Male,100.00 %,
351580,A2TXC8Q2IFGRXH,3IXEICO7937C1X55XQ5G8S4B3BRT6L,280,3/11/2022 6:01:08 PM,3/11/2022 6:05:48 PM,Approved,1.20,0.00,0.119800,48R4553I35,48R4553I35,Male,100.00 %,
351580,A49A0FF6ZXYDU,3BEFOD78W7HU9FB755BPPGP5DCQM4T,188,3/11/2022 6:02:41 PM,3/11/2022 6:05:49 PM,Approved,1.20,0.00,0.119800,48QPBBH7B7,48QPBBH7B7,Female,100.00 %,
351580,A2OYFHRMYZ6HKV,3W92K5RLWV5VVL9GX2VQH4EW41X5VY,249,3/11/2022 6:01:56 PM,3/11/2022 6:06:05 PM,Approved,1.20,0.00,0.119800,48X42LV5W7,48X42LV5W7,Male,100.00 %,
351580,AD7MWBDCVS5ZZ,3ZR9AIQJUCXX6140G0ORRJISA9P04W,279,3/11/2022 6:01:31 PM,3/11/2022 6:06:10 PM,Approved,1.20,0.00,0.119800,489J4CIZ7,489J4CIZ7,Male,100.00 %,
351580,A28FDHF2PY98K1,35USIKEBNS4E6K0L0UJ4ZTYJET6N6F,249,3/11/2022 6:02:06 PM,3/11/2022 6:06:15 PM,Approved,1.20,0.00,0.119800,486YJ6NI35,486YJ6NI35,Male,100.00 %,
351580,A14EYTLSMJRPUK,3QAPZX2QN51N3NPDCM53Y4LUQVT202,179,3/11/2022 6:03:19 PM,3/11/2022 6:06:18 PM,Approved,1.20,0.00,0.119800,48V4MNNZ35,48V4MNNZ35,,,
351580,A3V236UP0VOYCH,39L1G8WVWRFCVU6EC5N8VJ9W11Z31H,285,3/11/2022 6:01:33 PM,3/11/2022 6:06:18 PM,Approved,1.20,0.00,0.119800,48W8ECVL5,48W8ECVL5,Male,100.00 %,
351580,AFRJKS3Z3H4CA,3G2UL9A02E2P3Z8YKN2F3WCTEE176O,291,3/11/2022 6:01:28 PM,3/11/2022 6:06:19 PM,Approved,1.20,0.00,0.119800,48E3K32U44,48E3K32U44,,,
351580,A12IHTKQFQIPD1,34MAJL3QP5BTNT3XZN6ATHGZDL943V,280,3/11/2022 6:01:40 PM,3/11/2022 6:06:20 PM,Approved,1.20,0.00,0.119800,489G63B3M5,489G63B3M5,Male,100.00 %,
351580,AXF0OX50YZQC6,3JPSL1DZ5TNFTMCOQ70GFY05ACWANS,295,3/11/2022 6:01:36 PM,3/11/2022 6:06:31 PM,Approved,1.20,0.00,0.119800,48WYQFZP5,48WYQFZP5,Male,100.00 %,
351580,A134Z0KUOMR8CW,3LBXNTKX0SJ60XGN079PH5GJ68NX9J,318,3/11/2022 6:01:17 PM,3/11/2022 6:06:35 PM,Approved,1.20,0.00,0.119800,48NG9XXX44,48NG9XXX44,Male,100.00 %,
351580,A1T0ND039EWAVV,351SEKWQS1579BU0YGCISKJBQPIDMW,338,3/11/2022 6:00:58 PM,3/11/2022 6:06:36 PM,Approved,1.20,0.00,0.119800,48IJCBSE44,48IJCBSE44,Female,100.00 %,
351580,A1GRPIBHW72HDU,3FDJT1UU75WHFAF4YYHJFV3FO3PK5Q,338,3/11/2022 6:01:01 PM,3/11/2022 6:06:39 PM,Approved,1.20,0.00,0.119800,48PVYA5T35,48PVYA5T35,Male,100.00 %,
351580,A2B8HPIZDKYKDR,3LRLIPTPERXELGRLTU80N6J1GHRKAX,216,3/11/2022 6:03:07 PM,3/11/2022 6:06:43 PM,Approved,1.20,0.00,0.119800,48R6TLEI35,48R6TLEI35,Male,100.00 %,
351580,A2THN8O1IQIRP7,30MVJZJNHN155DBYJ3UOQW84VA99J8,330,3/11/2022 6:01:18 PM,3/11/2022 6:06:48 PM,Approved,1.20,0.00,0.119800,48983DHJ44,48983DHJ44,Female,100.00 %,
351580,AKWIRTRUXO6R5,3IHR8NYAM8P0UI8KXL3H6KJ0IH14P7,324,3/11/2022 6:01:24 PM,3/11/2022 6:06:48 PM,Approved,1.20,0.00,0.119800,48H6XUAR44,48H6XUAR44,,,
351580,A2APG8MSLJ6G2K,30OG32W0SVZIJZT06C22BHQWVRTENQ,356,3/11/2022 6:00:53 PM,3/11/2022 6:06:49 PM,Approved,1.20,0.00,0.119800,48TQ2ZV35,48TQ2ZV35,Female,100.00 %,
351580,A1Z1O6MMOB3UWW,3ZWFC4W1UVVV4BLOUU3P2JG68PYFRY,283,3/11/2022 6:02:11 PM,3/11/2022 6:06:54 PM,Approved,1.20,0.00,0.119800,48YG3BVC35,48YG3BVC35,Male,100.00 %,
351580,ASN324YSQ02MH,3VD82FOHKRCL4M9YB0WK0IQY0PLOCM,213,3/11/2022 6:03:28 PM,3/11/2022 6:07:01 PM,Approved,1.20,0.00,0.119800,48PK9CFV7,48PK9CFV7,Female,100.00 %,
351580,AS2MFSWNC5CQI,3YMU66OBIOWOTH3G99XD60ECMVZGH0,367,3/11/2022 6:00:57 PM,3/11/2022 6:07:04 PM,Approved,1.20,0.00,0.119800,48V69T6Y7,48V69T6Y7,Female,100.00 %,
351580,A11BACV6DY5S8M,3K3R2QNK8CREJTMSV2Y2XYHFCQ6U9O,360,3/11/2022 6:01:08 PM,3/11/2022 6:07:08 PM,Approved,1.20,0.00,0.119800,48QY2TCQK7,48QY2TCQK7,,,
351580,A5P5BCZ0IHGTT,38YMOXR4MVN4TE9ZSVARVCBA75AW6F,228,3/11/2022 6:03:21 PM,3/11/2022 6:07:09 PM,Approved,1.20,0.00,0.119800,48ABA9NR87,48ABA9NR87,Female,100.00 %,
351580,A11QPCZN4I57G2,3TR2532VIQIINU90LWRC6MH2590J66,358,3/11/2022 6:01:13 PM,3/11/2022 6:07:11 PM,Approved,1.20,0.00,0.119800,489MWNI535,489MWNI535,Male,100.00 %,
351580,A2L8BI5CRPR5WP,3ATPCQ38J9Y95LG2X99RWEYCEWZYA5,376,3/11/2022 6:00:56 PM,3/11/2022 6:07:12 PM,Approved,1.20,0.00,0.119800,48ZY9GY3T5,48ZY9GY3T5,Female,100.00 %,
351580,A1DT7XOW0ISK0K,3Q8GYXHFEQQZWC3G6L0LRCQ7JUHC56,362,3/11/2022 6:01:13 PM,3/11/2022 6:07:15 PM,Approved,1.20,0.00,0.119800,48HQLCQXQ7,48HQLCQXQ7,Male,100.00 %,
351580,A249EWKM1EOARK,32UTUBMZ7HKXK1QPYCM3KQEOEXIBV4,349,3/11/2022 6:01:27 PM,3/11/2022 6:07:16 PM,Approved,1.20,0.00,0.119800,48IQCK7U35,48IQCK7U35,Female,100.00 %,
351580,A2W434UNNBRS4L,36WLNQG780YGIQ433MXTKMQ2E2GEB2,305,3/11/2022 6:02:13 PM,3/11/2022 6:07:18 PM,Approved,1.20,0.00,0.119800,48GQX4YQ67,48GQX4YQ67,Male,100.00 %,
351580,A2M2WHA77ACWTX,3E47SOBEYRKB80YVD5JFGLUCOGNCIG,366,3/11/2022 6:01:17 PM,3/11/2022 6:07:23 PM,Approved,1.20,0.00,0.119800,48NL58Y744,48NL58Y744,Female,100.00 %,
351580,A29AKJXQ248KNK,3K772S5NP9ZQ937P3E7P6XT09FKHEK,391,3/11/2022 6:00:56 PM,3/11/2022 6:07:27 PM,Approved,1.20,0.00,0.119800,48KXE39SK7,48KXE39SK7,Male,100.00 %,
351580,AI9QOT5C5DN1P,31LM9EDVOMGQUFFSKDDT8X3O0ZQNJL,184,3/11/2022 6:04:28 PM,3/11/2022 6:07:32 PM,Approved,1.20,0.00,0.119800,48Q8KUVM5,48Q8KUVM5,Male,100.00 %,
351580,A2VNSNAN1LZBAM,3R2UR8A0IB497KKT2WS7EVB8179XOX,356,3/11/2022 6:01:39 PM,3/11/2022 6:07:35 PM,Approved,1.20,0.00,0.119800,487E27IU44,487E27IU44,Female,100.00 %,
351580,A2IYR9HF66R029,3QFUFYSY9Z3O35JQJI7CUQ5WGBF4F5,278,3/11/2022 6:03:02 PM,3/11/2022 6:07:40 PM,Approved,1.20,0.00,0.119800,48F57JZYQ7,48F57JZYQ7,Female,100.00 %,
351580,AAKBYJD64R6K,3KYQYYSHYWVV9EFCBWRVKO8GLPYODN,306,3/11/2022 6:02:35 PM,3/11/2022 6:07:41 PM,Approved,1.20,0.00,0.119800,48PKB9YY35,48PKB9YY35,Male,100.00 %,
351580,A34930YXVQ8SUT,3VW6495TLKOA13E5DFN7Z0GJHN2YYF,397,3/11/2022 6:01:04 PM,3/11/2022 6:07:41 PM,Approved,1.20,0.00,0.119800,482GF3T644,482GF3T644,Male,100.00 %,
351580,A2KOECHP94T0TI,3LRLIPTPERXELGRLTU80N6J1GHSAKO,254,3/11/2022 6:03:28 PM,3/11/2022 6:07:42 PM,Approved,1.20,0.00,0.119800,48HNLEPL44,48HNLEPL44,,,
351580,AAQREZOK13OV7,3HPZF4IVNNHXY0D0HN5I29O0EZKYC7,308,3/11/2022 6:02:36 PM,3/11/2022 6:07:44 PM,Approved,1.20,0.00,0.119800,48K2HHIP5,48K2HHIP5,,,
351580,A38I0E8UK53ME5,33TIN5LC05YV026X53VR0JNS8EHY9Q,407,3/11/2022 6:01:01 PM,3/11/2022 6:07:48 PM,Approved,1.20,0.00,0.119800,48HN32CI44,48HN32CI44,Female,100.00 %,
351580,A3RCX3IQ8L6HHW,3L2IS5HSFB6Z8VQMWCH7FZCZHFNNUG,382,3/11/2022 6:01:32 PM,3/11/2022 6:07:54 PM,Approved,1.20,0.00,0.119800,48NCHQ6H25,48NCHQ6H25,Female,100.00 %,
